protid,protLen,0,0,0,1,1,1
E9PK25,1,22.4381,22.38922,22.36666,21.75087,21.28308,21.29435
O14737,1,21.03059,20.54548,21.56123,28.76696,28.86304,28.60145
O43175,1,21.11108,20.84751,20.54425,19.98607,19.97533,19.86478
O60493,1,20.12943,20.30775,20.00498,19.04705,-12.54809,-12.15891
O60664,1,22.81284,22.78905,22.8987,22.01376,22.08443,21.56941
O75340,1,-5.848387,-8.700304,-10.43809,-8.903514,17.26077,-14.08705
P04632,1,22.87076,22.89759,23.22585,21.78788,21.66635,21.91232
P04792,1,23.466,23.29852,22.92664,22.68541,22.72837,22.47338
P05109,1,-14.67645,-11.29236,-8.602048,-14.5864,-14.76911,-7.128574
P05198,1,19.6046,19.77038,20.09171,19.89141,19.54542,19.34953
P05387,1,21.68166,21.4206,21.29558,20.65211,20.97526,20.30162
P06733,1,20.06894,19.9805,20.20275,-9.30103,19.39897,19.33723
P07355-2,1,25.34996,25.25158,25.17976,24.09184,23.9968,24.0441
P07384,1,21.46508,21.429,21.70771,19.9959,19.90806,19.46408
P07437,1,24.5093,24.59024,24.54646,22.91379,22.79198,23.11634
P07737,1,20.42634,20.55515,-8.811104,19.72442,19.87533,19.66007
P07900-2,1,-5.987876,-14.31861,-15.1454,-12.62336,-8.531281,-15.26677
P08758,1,19.69729,19.32854,19.04817,18.29212,18.16315,19.23916
P09211,1,22.56888,22.45493,22.36209,22.41568,22.29765,21.92401
P09382,1,25.12017,25.13739,24.96354,24.19024,23.97044,24.05961
P09651,1,19.90721,19.9045,19.93934,19.30425,19.05261,19.30828
P11142,1,23.61358,23.56023,24.01171,23.54097,23.31769,23.14404
P11586,1,19.62578,20.54501,20.32608,-7.156656,19.10991,-13.73077
P12273,1,-10.83245,-10.53748,-10.03411,-13.35282,-12.67365,-10.41932
P13639,1,23.80902,23.84,23.60162,22.4743,22.20774,22.27481
P14174,1,-13.83051,-7.483034,-7.183485,-7.248729,-2.875138,-12.24129
P14618,1,22.23248,22.28729,21.86359,21.69562,21.39037,21.54581
P17987,1,17.85392,17.0281,18.56309,27.4677,27.4964,27.33048
P18206,1,21.10534,21.0001,19.93531,18.44273,19.34953,19.23079
P20290,1,19.05515,18.77481,18.83201,-11.1861,-14.02654,18.37954
P22314,1,-11.2786,-9.795617,-14.92826,-9.461764,16.82488,-11.76276
P25398,1,23.54981,23.68752,23.9228,23.2254,23.59309,23.01667
Q9BUQ0,1,19.67533,20.05669,20.02797,19.48599,18.95356,19.06321
P30050,1,19.5282,19.22771,19.76158,19.58602,19.40674,19.05608
P31151,1,21.41101,20.94049,-5.475178,-13.97814,-14.54195,-11.57172
P31949,1,-6.616476,-17.54778,-14.59551,-8.167336,-10.0172,-9.259502
P35754,1,-9.601591,-9.607951,-13.12461,-14.6505,-6.372745,-8.536594
P46060,1,-7.518831,-13.19537,-8.816086,-10.24924,-10.07651,-16.03507
P48643,1,-10.50235,-9.97741,-13.23022,-13.70337,-9.895056,-8.993415
Q59H77,1,19.61184,19.67721,19.23673,27.72175,27.93568,27.5947
P50990,1,22.38743,22.56686,22.1832,27.88052,28.13256,27.85863
P50991,1,18.2702,19.35316,18.61924,27.32071,27.30583,27.11088
P51148,1,22.42401,22.49931,22.80075,21.62582,21.73723,21.4171
P51149,1,21.89807,21.86948,21.64777,20.35681,20.17121,20.69702
P61026,1,21.11388,22.00717,-10.0114,20.01209,20.61746,20.56104
P61088,1,21.85935,21.72226,21.87376,20.92832,20.85681,20.85711
P61106,1,-13.46907,-14.33496,-7.414689,-12.04448,-11.67296,-10.06022
P61204,1,21.42992,21.4289,21.03113,21.60603,21.18041,21.39603
P61289-2,1,22.46214,22.42846,22.45651,21.61553,21.28444,21.46523
Q5VXS0,1,-5.901867,-11.14697,-7.353172,-9.288275,-9.663898,-14.19445
P62258,1,-9.879312,-9.866565,-16.13984,-19.80651,15.69759,-12.41216
P68371,1,18.85687,18.7881,18.63215,17.10728,16.97858,-12.10636
Q01995,1,21.99186,21.96116,22.44831,21.29905,21.51831,21.04414
Q02413,1,19.08613,19.28297,18.48821,-16.42682,-11.74063,-16.22421
Q06323,1,23.0555,23.03174,23.0523,22.30563,22.26959,22.29955
Q07812-2,1,20.52726,20.44799,20.19484,19.19359,18.97259,19.80985
Q09666,1,22.77412,22.6297,21.90705,22.6742,23.10792,22.4803
Q12789,1,-7.720753,-11.3209,-8.819072,-13.33658,-14.03848,-16.25305
Q12955,1,-14.52854,-12.84884,-7.928349,-9.622491,-11.80639,-9.461664
Q13748,1,-10.66357,-14.06973,-12.08348,-14.28111,-5.237717,17.14907
Q13885,1,-13.49121,-6.262399,-11.33813,-8.947213,-14.87637,-8.820883
Q14966-5,1,-7.021094,-14.92009,-13.04827,-12.08927,-7.937469,-11.1881
Q15365,1,24.66622,24.74242,24.65589,23.77062,23.85158,23.54109
Q2NKY5,1,-15.55575,-10.25709,-14.05433,-8.462026,-13.69572,16.70819
Q9UMY4,1,-7.442906,-11.63373,-6.078456,-19.74594,-13.79196,-10.40766
Q53GA7,1,-11.74152,-11.2261,-11.21979,-9.335281,-6.95872,-15.17143
Q53HV2,1,20.17524,20.24853,19.75053,27.4538,27.50325,27.39116
Q549M8,1,19.77843,19.70592,18.89552,-10.58809,18.03859,-8.44814
Q562R1,1,-8.519845,-10.30984,-18.02548,-6.304536,-10.44245,-12.38124
Q5RHS7,1,-12.1832,-12.45635,-17.51425,-7.780077,-8.588738,18.39933
Q5T6W5,1,20.83977,21.10687,20.64086,19.81011,19.92268,20.32202
Q5T749,1,20.20884,20.02445,20.65421,19.93919,19.96888,19.5098
Q6FG99,1,20.68603,20.81096,20.92796,20.37592,20.44556,20.28275
Q6GPH4-6,1,-15.89455,-12.66758,-8.491282,-12.51258,-13.26758,-11.67764
Q8IVF2,1,-12.25156,-7.448378,-17.52637,-9.166928,-5.064223,-2.999552
Q8NBJ5,1,-7.16766,-15.19173,-9.879982,-12.1978,-10.33225,21.02553
Q96C19,1,-10.63977,18.64776,18.75818,-15.16592,-12.90091,-8.669762
Q96FQ6,1,20.54519,20.61648,19.14143,19.61153,17.51044,17.52076
Q99471,1,-8.978248,-18.35719,-10.29207,-11.89493,18.06081,-9.915236
Q9BUF5,1,-9.339276,-15.59846,-14.69548,14.72179,-7.716224,-8.1283
Q9BZK4,1,-9.736339,-9.588387,-9.981355,-13.86738,-12.08974,-11.07565
Q9C000,1,-11.13027,-7.488196,-9.515059,-1.631392,-8.864885,-13.01796
Q9HB15,1,-9.450394,-6.710937,-9.582086,-7.694815,-12.83965,-13.21885
Q9Y3D6,1,-9.938221,-8.330604,-8.094868,17.66581,-8.104318,-12.47573
Q9Y490,1,22.33066,22.39676,22.3996,20.73422,21.23403,21.39571
